ano,mes,sigla_uf,ddd,tecnologia,sinal,acessos
2010,4,MG,34,WCDMA,3G,102075
2010,4,MG,35,Dados > 256kbps,3G,32735
2010,4,MG,35,Dados até 256kbps,2G,5735
2010,4,MG,35,GSM,2G,2249123
2010,4,MG,35,TDMA,2G,36037
2010,4,MG,35,WCDMA,3G,79754
2010,4,MG,37,AMPS,1G,2
2010,4,MG,37,Dados > 256kbps,3G,19276
2010,4,MG,37,Dados até 256kbps,2G,3091
2010,4,MG,37,GSM,2G,1164850
2010,4,MG,37,TDMA,2G,21190
2010,4,MG,37,WCDMA,3G,43618
2010,4,MG,38,Dados > 256kbps,3G,14695
2010,4,MG,38,Dados até 256kbps,2G,6293
2010,4,MG,38,GSM,2G,1591144
2010,4,MG,38,TDMA,2G,38822
2010,4,MG,38,WCDMA,3G,50531
2010,4,MS,67,CDMA IS 95,2G,158943
2010,4,MS,67,Dados > 256kbps,3G,47414
2010,4,MS,67,Dados até 256kbps,2G,71060
2010,4,MS,67,GSM,2G,2183809
2010,4,MS,67,TDMA,2G,67
2010,4,MS,67,WCDMA,3G,149760
2010,4,MT,65,CDMA IS 95,2G,92644
2010,4,MT,65,Dados > 256kbps,3G,45913
2010,4,MT,65,Dados até 256kbps,2G,10899
2010,4,MT,65,GSM,2G,1522137
2010,4,MT,65,WCDMA,3G,106405
2010,4,MT,66,CDMA IS 95,2G,87438
2010,4,MT,66,Dados > 256kbps,3G,18277
2010,4,MT,66,Dados até 256kbps,2G,1955
2010,4,MT,66,GSM,2G,1140118
2010,4,MT,66,WCDMA,3G,58058
2010,4,PA,91,CDMA IS 95,2G,73698
2010,4,PA,91,Dados > 256kbps,3G,55246
2010,4,PA,91,Dados até 256kbps,2G,26344
2010,4,PA,91,GSM,2G,3290328
2010,4,PA,91,WCDMA,3G,157303
2010,4,PA,93,CDMA IS 95,2G,21906
2010,4,PA,93,Dados > 256kbps,3G,8105
2010,4,PA,93,Dados até 256kbps,2G,718
2010,4,PA,93,GSM,2G,495445
2010,4,PA,93,WCDMA,3G,18128
2010,4,PA,94,CDMA IS 95,2G,38572
2010,4,PA,94,Dados > 256kbps,3G,15187
2010,4,PA,94,Dados até 256kbps,2G,1857
2010,4,PA,94,GSM,2G,921249
2010,4,PA,94,WCDMA,3G,35297
2010,4,PB,83,Dados > 256kbps,3G,36576
2010,4,PB,83,Dados até 256kbps,2G,17328
2010,4,PB,83,GSM,2G,2722427
2010,4,PB,83,WCDMA,3G,106603
2010,4,PE,81,Dados > 256kbps,3G,119385
2010,4,PE,81,Dados até 256kbps,2G,76725
2010,4,PE,81,GSM,2G,6139803
2010,4,PE,81,TDMA,2G,6
2010,4,PE,81,WCDMA,3G,306974
2010,4,PE,87,Dados > 256kbps,3G,7466
2010,4,PE,87,Dados até 256kbps,2G,1669
2010,4,PE,87,GSM,2G,1349341
2010,4,PE,87,TDMA,2G,65
2010,4,PE,87,WCDMA,3G,59161
2010,4,PI,86,AMPS,1G,1
2010,4,PI,86,Dados > 256kbps,3G,27122
2010,4,PI,86,Dados até 256kbps,2G,5377
2010,4,PI,86,GSM,2G,1501663
2010,4,PI,86,TDMA,2G,2
2010,4,PI,86,WCDMA,3G,91298
2010,4,PI,89,Dados > 256kbps,3G,2107
2010,4,PI,89,Dados até 256kbps,2G,344
2010,4,PI,89,GSM,2G,352336
2010,4,PI,89,WCDMA,3G,16206
2010,4,PR,41,AMPS,1G,264
2010,4,PR,41,CDMA IS 95,2G,124785
2010,4,PR,41,Dados > 256kbps,3G,94390
2010,4,PR,41,Dados até 256kbps,2G,82342
2010,4,PR,41,GSM,2G,3347457
2010,4,PR,41,TDMA,2G,66
2010,4,PR,41,WCDMA,3G,214259
2010,4,PR,42,AMPS,1G,4
2010,4,PR,42,CDMA IS 95,2G,42010
2010,4,PR,42,Dados > 256kbps,3G,16391
2010,4,PR,42,Dados até 256kbps,2G,898
2010,4,PR,42,GSM,2G,1106881
2010,4,PR,42,TDMA,2G,9
2010,4,PR,42,WCDMA,3G,52466
2010,4,PR,43,AMPS,1G,150
2010,4,PR,43,CDMA IS 95,2G,62442
2010,4,PR,43,Dados > 256kbps,3G,18579
2010,4,PR,43,Dados até 256kbps,2G,69868
2010,4,PR,43,GSM,2G,1524168
2010,4,PR,43,TDMA,2G,648
2010,4,PR,43,WCDMA,3G,74362
2010,4,PR,44,AMPS,1G,48
2010,4,PR,44,CDMA IS 95,2G,44148
2010,4,PR,44,Dados > 256kbps,3G,12790
2010,4,PR,44,Dados até 256kbps,2G,3011
2010,4,PR,44,GSM,2G,1637354
2010,4,PR,44,TDMA,2G,15
2010,4,PR,44,WCDMA,3G,70485
2010,4,PR,45,AMPS,1G,56
2010,4,PR,45,CDMA IS 95,2G,39737
2010,4,PR,45,Dados > 256kbps,3G,11795
2010,4,PR,45,Dados até 256kbps,2G,1468
2010,4,PR,45,GSM,2G,954275
2010,4,PR,45,TDMA,2G,11
2010,4,PR,45,WCDMA,3G,47672
2010,4,PR,46,AMPS,1G,45
2010,4,PR,46,CDMA IS 95,2G,23078
2010,4,PR,46,Dados > 256kbps,3G,2714
2010,4,PR,46,Dados até 256kbps,2G,181
2010,4,PR,46,GSM,2G,400756
2010,4,PR,46,TDMA,2G,1
2010,4,PR,46,WCDMA,3G,16821
2010,4,RJ,21,CDMA IS 95,2G,528168
2010,4,RJ,21,Dados > 256kbps,3G,372821
2010,4,RJ,21,Dados até 256kbps,2G,76800
2010,4,RJ,21,GSM,2G,11483506
2010,4,RJ,21,WCDMA,3G,742218
2010,4,RJ,22,CDMA IS 95,2G,198997
2010,4,RJ,22,Dados > 256kbps,3G,46407
2010,4,RJ,22,Dados até 256kbps,2G,5235
2010,4,RJ,22,GSM,2G,1843395
2010,4,RJ,22,WCDMA,3G,86648
2010,4,RJ,24,CDMA IS 95,2G,93158
2010,4,RJ,24,Dados > 256kbps,3G,30777
2010,4,RJ,24,Dados até 256kbps,2G,4309
2010,4,RJ,24,GSM,2G,1375144
2010,4,RJ,24,WCDMA,3G,86032
2010,4,RN,84,Dados > 256kbps,3G,38858
2010,4,RN,84,Dados até 256kbps,2G,12056
2010,4,RN,84,GSM,2G,2649984
2010,4,RN,84,WCDMA,3G,141444
2010,4,RO,69,CDMA IS 95,2G,59868
2010,4,RO,69,Dados > 256kbps,3G,21238
2010,4,RO,69,Dados até 256kbps,2G,2543
2010,4,RO,69,GSM,2G,1232386
2010,4,RO,69,WCDMA,3G,78165
2010,4,RR,95,CDMA IS 95,2G,10631
2010,4,RR,95,Dados > 256kbps,3G,6402
2010,4,RR,95,Dados até 256kbps,2G,207
2010,4,RR,95,GSM,2G,284836
2010,4,RR,95,WCDMA,3G,15301
2010,4,RS,51,CDMA IS 95,2G,369289
2010,4,RS,51,Dados > 256kbps,3G,207529
2010,4,RS,51,Dados até 256kbps,2G,57624
2010,4,RS,51,GSM,2G,5205929
2010,4,RS,51,WCDMA,3G,393933
2010,4,RS,53,CDMA IS 95,2G,33690
2010,4,RS,53,Dados > 256kbps,3G,21435
2010,4,RS,53,Dados até 256kbps,2G,2838
2010,4,RS,53,GSM,2G,984930
2010,4,RS,53,TDMA,2G,3
2010,4,RS,53,WCDMA,3G,47004
2010,4,RS,54,CDMA IS 95,2G,128220
2010,4,RS,54,Dados > 256kbps,3G,53127
2010,4,RS,54,Dados até 256kbps,2G,15625
2010,4,RS,54,GSM,2G,1629255
2010,4,RS,54,WCDMA,3G,123338
2010,4,RS,55,CDMA IS 95,2G,158164
2010,4,RS,55,Dados > 256kbps,3G,27680
2010,4,RS,55,Dados até 256kbps,2G,4963
2010,4,RS,55,GSM,2G,1722586
2010,4,RS,55,WCDMA,3G,102291
2010,4,SC,47,CDMA IS 95,2G,111325
2010,4,SC,47,Dados > 256kbps,3G,52026
2010,4,SC,47,Dados até 256kbps,2G,5991
2010,4,SC,47,GSM,2G,2327838
2010,4,SC,47,TDMA,2G,34
2010,4,SC,47,WCDMA,3G,158963
2010,4,SC,48,CDMA IS 95,2G,57964
2010,4,SC,48,Dados > 256kbps,3G,40377
2010,4,SC,48,Dados até 256kbps,2G,11021
2010,4,SC,48,GSM,2G,1846317
2010,4,SC,48,TDMA,2G,60
2010,4,SC,48,WCDMA,3G,112430
2010,4,SC,49,CDMA IS 95,2G,66066
2010,4,SC,49,Dados > 256kbps,3G,13620
2010,4,SC,49,Dados até 256kbps,2G,3408
2010,4,SC,49,GSM,2G,1211231
2010,4,SC,49,TDMA,2G,13
2010,4,SC,49,WCDMA,3G,64333
2010,4,SE,79,CDMA IS 95,2G,105010
2010,4,SE,79,Dados > 256kbps,3G,33263
2010,4,SE,79,Dados até 256kbps,2G,5474
2010,4,SE,79,GSM,2G,1621140
2010,4,SE,79,WCDMA,3G,101689
2010,4,SP,11,CDMA IS 95,2G,1338283
2010,4,SP,11,Dados > 256kbps,3G,624851
2010,4,SP,11,Dados até 256kbps,2G,410802
2010,4,SP,11,GSM,2G,22427802
2010,4,SP,11,WCDMA,3G,1416855
2010,4,SP,12,CDMA IS 95,2G,114111
2010,4,SP,12,Dados > 256kbps,3G,59961
2010,4,SP,12,Dados até 256kbps,2G,95091
2010,4,SP,12,GSM,2G,2031558
2010,4,SP,12,WCDMA,3G,113985
2010,4,SP,13,CDMA IS 95,2G,100072
2010,4,SP,13,Dados > 256kbps,3G,33879
2010,4,SP,13,Dados até 256kbps,2G,12714
2010,4,SP,13,GSM,2G,1684222
2010,4,SP,13,WCDMA,3G,95446
2010,4,SP,14,CDMA IS 95,2G,156759
2010,4,SP,14,Dados > 256kbps,3G,32335
2010,4,SP,14,Dados até 256kbps,2G,12661
2010,4,SP,14,GSM,2G,1834476
2010,4,SP,14,WCDMA,3G,98667
2010,4,SP,15,CDMA IS 95,2G,139973
2010,4,SP,15,Dados > 256kbps,3G,24741
2010,4,SP,15,Dados até 256kbps,2G,5372
2010,4,SP,15,GSM,2G,1451483
2010,4,SP,15,WCDMA,3G,79752
2010,4,SP,16,AMPS,1G,4
2010,4,SP,16,CDMA IS 95,2G,89351
2010,4,SP,16,Dados > 256kbps,3G,47126
2010,4,SP,16,Dados até 256kbps,2G,5726
2010,4,SP,16,GSM,2G,2458096
2010,4,SP,16,TDMA,2G,251
2010,4,SP,16,WCDMA,3G,184651
2010,4,SP,17,CDMA IS 95,2G,106987
2010,4,SP,17,Dados > 256kbps,3G,30109
2010,4,SP,17,Dados até 256kbps,2G,6809
2010,4,SP,17,GSM,2G,1599243
2010,4,SP,17,TDMA,2G,7
2010,4,SP,17,WCDMA,3G,102242
2010,4,SP,18,CDMA IS 95,2G,118446
2010,4,SP,18,Dados > 256kbps,3G,21721
2010,4,SP,18,Dados até 256kbps,2G,4011
2010,4,SP,18,GSM,2G,1451519
2010,4,SP,18,WCDMA,3G,80716
2010,4,SP,19,CDMA IS 95,2G,272530
2010,4,SP,19,Dados > 256kbps,3G,103829
2010,4,SP,19,Dados até 256kbps,2G,111434
2010,4,SP,19,GSM,2G,4455636
2010,4,SP,19,WCDMA,3G,303923
2010,4,TO,63,CDMA IS 95,2G,35174
2010,4,TO,63,Dados > 256kbps,3G,22064
2010,4,TO,63,Dados até 256kbps,2G,2202
2010,4,TO,63,GSM,2G,968462
2010,4,TO,63,WCDMA,3G,58398
2010,5,AC,68,CDMA IS 95,2G,23609
2010,5,AC,68,Dados > 256kbps,3G,11940
2010,5,AC,68,Dados até 256kbps,2G,757
2010,5,AC,68,GSM,2G,502836
2010,5,AC,68,WCDMA,3G,37083
2010,5,AL,82,Dados > 256kbps,3G,35896
2010,5,AL,82,Dados até 256kbps,2G,6917
2010,5,AL,82,GSM,2G,2308124
2010,5,AL,82,WCDMA,3G,143942
2010,5,AM,92,CDMA IS 95,2G,85094
2010,5,AM,92,Dados > 256kbps,3G,47527
2010,5,AM,92,Dados até 256kbps,2G,33686
2010,5,AM,92,GSM,2G,2333082
2010,5,AM,92,WCDMA,3G,145745
2010,5,AM,97,CDMA IS 95,2G,1074
2010,5,AM,97,Dados > 256kbps,3G,117
2010,5,AM,97,Dados até 256kbps,2G,8
2010,5,AM,97,GSM,2G,149724
2010,5,AM,97,WCDMA,3G,4735
2010,5,AP,96,CDMA IS 95,2G,14239
2010,5,AP,96,Dados > 256kbps,3G,7551
2010,5,AP,96,Dados até 256kbps,2G,278
2010,5,AP,96,GSM,2G,511836
2010,5,AP,96,WCDMA,3G,22866
2010,5,BA,71,CDMA IS 95,2G,100680
2010,5,BA,71,Dados > 256kbps,3G,90889
2010,5,BA,71,Dados até 256kbps,2G,46093
2010,5,BA,71,GSM,2G,4345335
2010,5,BA,71,WCDMA,3G,291940
2010,5,BA,73,CDMA IS 95,2G,67826
2010,5,BA,73,Dados > 256kbps,3G,15489
2010,5,BA,73,Dados até 256kbps,2G,2907
2010,5,BA,73,GSM,2G,1463744
2010,5,BA,73,WCDMA,3G,76111
2010,5,BA,74,CDMA IS 95,2G,38541
2010,5,BA,74,Dados > 256kbps,3G,4219
2010,5,BA,74,Dados até 256kbps,2G,729
2010,5,BA,74,GSM,2G,714691
2010,5,BA,74,WCDMA,3G,29903
2010,5,BA,75,CDMA IS 95,2G,95004
2010,5,BA,75,Dados > 256kbps,3G,20081
2010,5,BA,75,Dados até 256kbps,2G,6805
2010,5,BA,75,GSM,2G,2252613
2010,5,BA,75,WCDMA,3G,154116
2010,5,BA,77,CDMA IS 95,2G,72049
2010,5,BA,77,Dados > 256kbps,3G,13114
2010,5,BA,77,Dados até 256kbps,2G,3468
2010,5,BA,77,GSM,2G,1130650
2010,5,BA,77,WCDMA,3G,55448
2010,5,CE,85,Dados > 256kbps,3G,82703
2010,5,CE,85,Dados até 256kbps,2G,47762
2010,5,CE,85,GSM,2G,4118916
2010,5,CE,85,WCDMA,3G,244636
2010,5,CE,88,Dados > 256kbps,3G,13206
2010,5,CE,88,Dados até 256kbps,2G,3571
2010,5,CE,88,GSM,2G,2172472
2010,5,CE,88,WCDMA,3G,118818
2010,5,DF,61,CDMA IS 95,2G,124122
2010,5,DF,61,Dados > 256kbps,3G,134540
2010,5,DF,61,Dados até 256kbps,2G,43626
2010,5,DF,61,GSM,2G,3979900
2010,5,DF,61,WCDMA,3G,314905
2010,5,ES,27,CDMA IS 95,2G,228071
2010,5,ES,27,Dados > 256kbps,3G,61642
2010,5,ES,27,Dados até 256kbps,2G,15379
2010,5,ES,27,GSM,2G,2570357
2010,5,ES,27,WCDMA,3G,135374
2010,5,ES,28,CDMA IS 95,2G,62216
2010,5,ES,28,Dados > 256kbps,3G,5907
2010,5,ES,28,Dados até 256kbps,2G,1179
2010,5,ES,28,GSM,2G,423788
2010,5,ES,28,WCDMA,3G,20502
2010,5,GO,62,CDMA IS 95,2G,175589
2010,5,GO,62,Dados > 256kbps,3G,64590
2010,5,GO,62,Dados até 256kbps,2G,25518
2010,5,GO,62,GSM,2G,3774580
2010,5,GO,62,WCDMA,3G,243193
2010,5,GO,64,CDMA IS 95,2G,64352
2010,5,GO,64,Dados > 256kbps,3G,16263
2010,5,GO,64,Dados até 256kbps,2G,3512
2010,5,GO,64,GSM,2G,1265538
2010,5,GO,64,WCDMA,3G,77601
2010,5,MA,98,CDMA IS 95,2G,27187
2010,5,MA,98,Dados > 256kbps,3G,28275
2010,5,MA,98,Dados até 256kbps,2G,21891
2010,5,MA,98,GSM,2G,2015566
2010,5,MA,98,WCDMA,3G,81754
2010,5,MA,99,CDMA IS 95,2G,21076
2010,5,MA,99,Dados > 256kbps,3G,4461
2010,5,MA,99,Dados até 256kbps,2G,411
2010,5,MA,99,GSM,2G,1000843
2010,5,MA,99,WCDMA,3G,30183
2010,5,MG,31,Dados > 256kbps,3G,154629
2010,5,MG,31,Dados até 256kbps,2G,190311
2010,5,MG,31,GSM,2G,7165085
2010,5,MG,31,TDMA,2G,60689
2010,5,MG,31,WCDMA,3G,439683
2010,5,MG,32,Dados > 256kbps,3G,24142
2010,5,MG,32,Dados até 256kbps,2G,4810
2010,5,MG,32,GSM,2G,1590706
2010,5,MG,32,TDMA,2G,17763
2010,5,MG,32,WCDMA,3G,73017
2010,5,MG,33,Dados > 256kbps,3G,10813
2010,5,MG,33,Dados até 256kbps,2G,1763
2010,5,MG,33,GSM,2G,1281288
2010,5,MG,33,TDMA,2G,15967
2010,5,MG,33,WCDMA,3G,42216
2010,5,MG,34,CDMA IS 95,2G,373
2010,5,MG,34,Dados > 256kbps,3G,36867
2010,5,MG,34,Dados até 256kbps,2G,34414
2010,5,MG,34,GSM,2G,2096882
2010,5,MG,34,TDMA,2G,6322
2010,5,MG,34,WCDMA,3G,109176
2010,5,MG,35,CDMA IS 95,2G,1
2010,5,MG,35,Dados > 256kbps,3G,33215
2010,5,MG,35,Dados até 256kbps,2G,6428
2010,5,MG,35,GSM,2G,2272563
2010,5,MG,35,TDMA,2G,32466
2010,5,MG,35,WCDMA,3G,84928
2010,5,MG,37,CDMA IS 95,2G,43
2010,5,MG,37,Dados > 256kbps,3G,17500
2010,5,MG,37,Dados até 256kbps,2G,5895
2010,5,MG,37,GSM,2G,1175971
2010,5,MG,37,TDMA,2G,19014
2010,5,MG,37,WCDMA,3G,46889
2010,5,MG,38,Dados > 256kbps,3G,15098
2010,5,MG,38,Dados até 256kbps,2G,6924
2010,5,MG,38,GSM,2G,1618893
2010,5,MG,38,TDMA,2G,36451
2010,5,MG,38,WCDMA,3G,54344
2010,5,MS,67,CDMA IS 95,2G,153472
2010,5,MS,67,Dados > 256kbps,3G,47472
2010,5,MS,67,Dados até 256kbps,2G,71635
2010,5,MS,67,GSM,2G,2210153
2010,5,MS,67,WCDMA,3G,159600
2010,5,MT,65,CDMA IS 95,2G,88751
2010,5,MT,65,Dados > 256kbps,3G,48358
2010,5,MT,65,Dados até 256kbps,2G,11993
2010,5,MT,65,GSM,2G,1543724
2010,5,MT,65,WCDMA,3G,115845
2010,5,MT,66,CDMA IS 95,2G,84607
2010,5,MT,66,Dados > 256kbps,3G,18320
2010,5,MT,66,Dados até 256kbps,2G,1980
2010,5,MT,66,GSM,2G,1171630
2010,5,MT,66,WCDMA,3G,62336
2010,5,PA,91,CDMA IS 95,2G,70570
2010,5,PA,91,Dados > 256kbps,3G,57905
2010,5,PA,91,Dados até 256kbps,2G,25583
2010,5,PA,91,GSM,2G,3346315
2010,5,PA,91,WCDMA,3G,174459
2010,5,PA,93,CDMA IS 95,2G,20984
2010,5,PA,93,Dados > 256kbps,3G,8248
2010,5,PA,93,Dados até 256kbps,2G,843
2010,5,PA,93,GSM,2G,509658
2010,5,PA,93,WCDMA,3G,19615
2010,5,PA,94,CDMA IS 95,2G,37336
2010,5,PA,94,Dados > 256kbps,3G,15563
2010,5,PA,94,Dados até 256kbps,2G,1916
2010,5,PA,94,GSM,2G,943795
2010,5,PA,94,WCDMA,3G,37863
2010,5,PB,83,Dados > 256kbps,3G,37617
2010,5,PB,83,Dados até 256kbps,2G,16906
2010,5,PB,83,GSM,2G,2801675
2010,5,PB,83,WCDMA,3G,117673
2010,5,PE,81,Dados > 256kbps,3G,121105
2010,5,PE,81,Dados até 256kbps,2G,77145
2010,5,PE,81,GSM,2G,6257273
2010,5,PE,81,TDMA,2G,4
2010,5,PE,81,WCDMA,3G,337314
2010,5,PE,87,Dados > 256kbps,3G,7578
2010,5,PE,87,Dados até 256kbps,2G,1617
2010,5,PE,87,GSM,2G,1380545
2010,5,PE,87,TDMA,2G,55
2010,5,PE,87,WCDMA,3G,64980
2010,5,PI,86,AMPS,1G,1
2010,5,PI,86,Dados > 256kbps,3G,28260
2010,5,PI,86,Dados até 256kbps,2G,5310
2010,5,PI,86,GSM,2G,1533039
2010,5,PI,86,TDMA,2G,2
2010,5,PI,86,WCDMA,3G,101896
2010,5,PI,89,Dados > 256kbps,3G,2127
2010,5,PI,89,Dados até 256kbps,2G,362
2010,5,PI,89,GSM,2G,392992
2010,5,PI,89,WCDMA,3G,21942
2010,5,PR,41,AMPS,1G,224
2010,5,PR,41,CDMA IS 95,2G,118602
2010,5,PR,41,Dados > 256kbps,3G,96252
2010,5,PR,41,Dados até 256kbps,2G,82660
2010,5,PR,41,GSM,2G,3374089
2010,5,PR,41,TDMA,2G,62
2010,5,PR,41,WCDMA,3G,226865
2010,5,PR,42,AMPS,1G,4
2010,5,PR,42,CDMA IS 95,2G,40303
2010,5,PR,42,Dados > 256kbps,3G,16430
2010,5,PR,42,Dados até 256kbps,2G,876
2010,5,PR,42,GSM,2G,1124174
2010,5,PR,42,TDMA,2G,9
2010,5,PR,42,WCDMA,3G,56621
2010,5,PR,43,AMPS,1G,141
2010,5,PR,43,CDMA IS 95,2G,59383
2010,5,PR,43,Dados > 256kbps,3G,18878
2010,5,PR,43,Dados até 256kbps,2G,69866
2010,5,PR,43,GSM,2G,1545854
2010,5,PR,43,TDMA,2G,532
2010,5,PR,43,WCDMA,3G,79152
2010,5,PR,44,AMPS,1G,42
2010,5,PR,44,CDMA IS 95,2G,41987
2010,5,PR,44,Dados > 256kbps,3G,12954
2010,5,PR,44,Dados até 256kbps,2G,2946
2010,5,PR,44,GSM,2G,1652132
2010,5,PR,44,TDMA,2G,14
2010,5,PR,44,WCDMA,3G,75167
2010,5,PR,45,AMPS,1G,55
2010,5,PR,45,CDMA IS 95,2G,37669
2010,5,PR,45,Dados > 256kbps,3G,11870
2010,5,PR,45,Dados até 256kbps,2G,1527
2010,5,PR,45,GSM,2G,962365
2010,5,PR,45,TDMA,2G,9
2010,5,PR,45,WCDMA,3G,50703
2010,5,PR,46,AMPS,1G,42
2010,5,PR,46,CDMA IS 95,2G,21794
2010,5,PR,46,Dados > 256kbps,3G,2711
2010,5,PR,46,Dados até 256kbps,2G,236
2010,5,PR,46,GSM,2G,406401
2010,5,PR,46,WCDMA,3G,18078
2010,5,RJ,21,CDMA IS 95,2G,503135
2010,5,RJ,21,Dados > 256kbps,3G,378031
2010,5,RJ,21,Dados até 256kbps,2G,77277
2010,5,RJ,21,GSM,2G,11589188
2010,5,RJ,21,WCDMA,3G,790009
2010,5,RJ,22,CDMA IS 95,2G,191243
2010,5,RJ,22,Dados > 256kbps,3G,46865
2010,5,RJ,22,Dados até 256kbps,2G,5211
2010,5,RJ,22,GSM,2G,1872552
2010,5,RJ,22,WCDMA,3G,91845
2010,5,RJ,24,CDMA IS 95,2G,88976
2010,5,RJ,24,Dados > 256kbps,3G,31276
2010,5,RJ,24,Dados até 256kbps,2G,4258
2010,5,RJ,24,GSM,2G,1393199
2010,5,RJ,24,WCDMA,3G,91325
2010,5,RN,84,Dados > 256kbps,3G,39563
2010,5,RN,84,Dados até 256kbps,2G,12151
2010,5,RN,84,GSM,2G,2701608
2010,5,RN,84,WCDMA,3G,155081
2010,5,RO,69,CDMA IS 95,2G,58567
2010,5,RO,69,Dados > 256kbps,3G,21966
2010,5,RO,69,Dados até 256kbps,2G,2749
2010,5,RO,69,GSM,2G,1267472
2010,5,RO,69,WCDMA,3G,85303
2010,5,RR,95,CDMA IS 95,2G,10133
2010,5,RR,95,Dados > 256kbps,3G,6676
2010,5,RR,95,Dados até 256kbps,2G,267
2010,5,RR,95,GSM,2G,293731
2010,5,RR,95,WCDMA,3G,16478
2010,5,RS,51,CDMA IS 95,2G,352915
2010,5,RS,51,Dados > 256kbps,3G,209595
2010,5,RS,51,Dados até 256kbps,2G,58606
2010,5,RS,51,GSM,2G,5245777
2010,5,RS,51,WCDMA,3G,413147
2010,5,RS,53,CDMA IS 95,2G,32522
2010,5,RS,53,Dados > 256kbps,3G,21773
2010,5,RS,53,Dados até 256kbps,2G,3352
2010,5,RS,53,GSM,2G,998252
2010,5,RS,53,TDMA,2G,3
2010,5,RS,53,WCDMA,3G,49776
2010,5,RS,54,CDMA IS 95,2G,122723
2010,5,RS,54,Dados > 256kbps,3G,53899
2010,5,RS,54,Dados até 256kbps,2G,16489
2010,5,RS,54,GSM,2G,1645162
2010,5,RS,54,WCDMA,3G,129518
2010,5,RS,55,CDMA IS 95,2G,151942
2010,5,RS,55,Dados > 256kbps,3G,28098
2010,5,RS,55,Dados até 256kbps,2G,5218
2010,5,RS,55,GSM,2G,1741795
2010,5,RS,55,WCDMA,3G,107267
2010,5,SC,47,CDMA IS 95,2G,106103
2010,5,SC,47,Dados > 256kbps,3G,52336
2010,5,SC,47,Dados até 256kbps,2G,6156
2010,5,SC,47,GSM,2G,2343881
2010,5,SC,47,TDMA,2G,33
2010,5,SC,47,WCDMA,3G,166935
2010,5,SC,48,CDMA IS 95,2G,54950
2010,5,SC,48,Dados > 256kbps,3G,40549
2010,5,SC,48,Dados até 256kbps,2G,11075
2010,5,SC,48,GSM,2G,1857564
2010,5,SC,48,TDMA,2G,60
2010,5,SC,48,WCDMA,3G,118306
2010,5,SC,49,CDMA IS 95,2G,63022
2010,5,SC,49,Dados > 256kbps,3G,13774
2010,5,SC,49,Dados até 256kbps,2G,3384
2010,5,SC,49,GSM,2G,1235706
2010,5,SC,49,TDMA,2G,12
2010,5,SC,49,WCDMA,3G,69166
2010,5,SE,79,CDMA IS 95,2G,99257
2010,5,SE,79,Dados > 256kbps,3G,34213
2010,5,SE,79,Dados até 256kbps,2G,5311
2010,5,SE,79,GSM,2G,1653822
2010,5,SE,79,WCDMA,3G,109018
2010,5,SP,11,CDMA IS 95,2G,1268259
2010,5,SP,11,Dados > 256kbps,3G,636697
2010,5,SP,11,Dados até 256kbps,2G,385434
2010,5,SP,11,GSM,2G,22766785
2010,5,SP,11,WCDMA,3G,1492505
2010,5,SP,12,CDMA IS 95,2G,108829
2010,5,SP,12,Dados > 256kbps,3G,61194
2010,5,SP,12,Dados até 256kbps,2G,120746
2010,5,SP,12,GSM,2G,2065055
2010,5,SP,12,WCDMA,3G,121434
2010,5,SP,13,CDMA IS 95,2G,94378
2010,5,SP,13,Dados > 256kbps,3G,34707
2010,5,SP,13,Dados até 256kbps,2G,12815
2010,5,SP,13,GSM,2G,1710498
2010,5,SP,13,WCDMA,3G,100794
2010,5,SP,14,CDMA IS 95,2G,148374
2010,5,SP,14,Dados > 256kbps,3G,33084
2010,5,SP,14,Dados até 256kbps,2G,13497
2010,5,SP,14,GSM,2G,1867113
2010,5,SP,14,WCDMA,3G,103980
2010,5,SP,15,CDMA IS 95,2G,133858
2010,5,SP,15,Dados > 256kbps,3G,25098
2010,5,SP,15,Dados até 256kbps,2G,5216
2010,5,SP,15,GSM,2G,1479770
2010,5,SP,15,WCDMA,3G,84112
2010,5,SP,16,CDMA IS 95,2G,84454
2010,5,SP,16,Dados > 256kbps,3G,42588
2010,5,SP,16,Dados até 256kbps,2G,11160
2010,5,SP,16,GSM,2G,2480905
2010,5,SP,16,WCDMA,3G,195780
2010,5,SP,17,CDMA IS 95,2G,101885
2010,5,SP,17,Dados > 256kbps,3G,30172
2010,5,SP,17,Dados até 256kbps,2G,7275
2010,5,SP,17,GSM,2G,1623550
2010,5,SP,17,WCDMA,3G,108588
2010,5,SP,18,CDMA IS 95,2G,113081
2010,5,SP,18,Dados > 256kbps,3G,22126
2010,5,SP,18,Dados até 256kbps,2G,4537
2010,5,SP,18,GSM,2G,1477058
2010,5,SP,18,WCDMA,3G,84971
2010,5,SP,19,CDMA IS 95,2G,258312
2010,5,SP,19,Dados > 256kbps,3G,106627
2010,5,SP,19,Dados até 256kbps,2G,111566
2010,5,SP,19,GSM,2G,4517238
2010,5,SP,19,WCDMA,3G,320338
2010,5,TO,63,CDMA IS 95,2G,33889
2010,5,TO,63,Dados > 256kbps,3G,22483
2010,5,TO,63,Dados até 256kbps,2G,2595
2010,5,TO,63,GSM,2G,1005001
2010,5,TO,63,WCDMA,3G,63585
2010,6,AC,68,CDMA IS 95,2G,21976
2010,6,AC,68,Dados > 256kbps,3G,12037
2010,6,AC,68,Dados até 256kbps,2G,783
